CUX1	CUX1-1	RUNX1	chr_p	start_p	end_p	id_p	chr_g	start_g	end_g	symbol_g	score_g	strand_g	id_g	dist	Peak_ID	Gene_Name	Motif_Group
0.0	0.0	1.0	chr1	8829323	8829973	1471	chr1	8352403	8917640	RERE	0	-	31654	6683.0	chr1_8829323_8829973	RERE	GRN_CUX1
1.0	0.0	0.0	chr1	8845250	8845840	1475	chr1	8352403	8917640	RERE	0	-	31654	22610.0	chr1_8845250_8845840	RERE	GRN_CUX1
0.0	0.0	1.0	chr1	8859000	8859896	1478	chr1	8352403	8917640	RERE	0	-	31654	36360.0	chr1_8859000_8859896	RERE	GRN_CUX1
0.0	0.0	1.0	chr1	11179563	11180117	1954	chr1	11106534	11373497	MTOR	0	-	27485	0.0	chr1_11179563_11180117	MTOR	GRN_RUNX1
0.0	0.0	1.0	chr1	11185503	11186288	1955	chr1	11106534	11373497	MTOR	0	-	27485	0.0	chr1_11185503_11186288	MTOR	GRN_RUNX1
0.0	0.0	1.0	chr1	11226576	11228918	1963	chr1	11106534	11373497	MTOR	0	-	27485	0.0	chr1_11226576_11228918	MTOR	GRN_RUNX1
0.0	0.0	1.0	chr1	11298739	11299253	1975	chr1	11106534	11373497	MTOR	0	-	27485	20242.0	chr1_11298739_11299253	MTOR	GRN_RUNX1
0.0	0.0	1.0	chr1	11318628	11319389	1980	chr1	11106534	11373497	MTOR	0	-	27485	40131.0	chr1_11318628_11319389	MTOR	GRN_RUNX1
0.0	0.0	1.0	chr1	29083837	29084426	5759	chr1	29081900	29281900	SRSF4	0	-	34848	63316.0	chr1_29083837_29084426	SRSF4	GRN_RUNX1
1.0	0.0	0.0	chr1	29124011	29125412	5763	chr1	29081900	29281900	SRSF4	0	-	34848	22330.0	chr1_29124011_29125412	SRSF4	GRN_RUNX1
0.0	0.0	1.0	chr1	29129870	29130186	5764	chr1	29081900	29281900	SRSF4	0	-	34848	17556.0	chr1_29129870_29130186	SRSF4	GRN_RUNX1
0.0	0.0	1.0	chr1	29162521	29162921	5768	chr1	29081900	29281900	SRSF4	0	-	34848	0.0	chr1_29162521_29162921	SRSF4	GRN_RUNX1
1.0	0.0	0.0	chr1	29179470	29180209	5772	chr1	29081900	29281900	SRSF4	0	-	34848	0.0	chr1_29179470_29180209	SRSF4	GRN_RUNX1
0.0	0.0	1.0	chr1	29180909	29182915	5773	chr1	29081900	29281900	SRSF4	0	-	34848	0.0	chr1_29180909_29182915	SRSF4	GRN_RUNX1
0.0	0.0	1.0	chr1	29216280	29218037	5779	chr1	29081900	29281900	SRSF4	0	-	34848	29380.0	chr1_29216280_29218037	SRSF4	GRN_RUNX1
0.0	0.0	1.0	chr1	29243546	29244161	5784	chr1	29081900	29281900	SRSF4	0	-	34848	56646.0	chr1_29243546_29244161	SRSF4	GRN_RUNX1
0.0	0.0	1.0	chr1	35180396	35181250	7045	chr1	35168693	35397462	ZMYM4	0	+	38153	82443.0	chr1_35180396_35181250	ZMYM4	GRN_RUNX1
0.0	0.0	1.0	chr1	35181967	35182548	7046	chr1	35168693	35397462	ZMYM4	0	+	38153	81145.0	chr1_35181967_35182548	ZMYM4	GRN_RUNX1
0.0	0.0	1.0	chr1	35264859	35265173	7065	chr1	35168693	35397462	ZMYM4	0	+	38153	0.0	chr1_35264859_35265173	ZMYM4	GRN_RUNX1
0.0	1.0	0.0	chr1	35268195	35270785	7066	chr1	35168693	35397462	ZMYM4	0	+	38153	0.0	chr1_35268195_35270785	ZMYM4	GRN_RUNX1
0.0	0.0	1.0	chr1	35278469	35279982	7067	chr1	35168693	35397462	ZMYM4	0	+	38153	0.0	chr1_35278469_35279982	ZMYM4	GRN_RUNX1
0.0	0.0	1.0	chr1	35286311	35286774	7068	chr1	35168693	35397462	ZMYM4	0	+	38153	0.0	chr1_35286311_35286774	ZMYM4	GRN_RUNX1
0.0	0.0	1.0	chr1	35352082	35352667	7084	chr1	35168693	35397462	ZMYM4	0	+	38153	0.0	chr1_35352082_35352667	ZMYM4	GRN_RUNX1
0.0	0.0	1.0	chr1	50447527	50448329	9892	chr1	50437027	51060267	FAF1	0	-	6214	0.0	chr1_50447527_50448329	FAF1	GRN_CUX1
0.0	0.0	1.0	chr1	50554593	50555259	9909	chr1	50437027	51060267	FAF1	0	-	6214	0.0	chr1_50554593_50555259	FAF1	GRN_CUX1
0.0	0.0	1.0	chr1	50755295	50755813	9952	chr1	50437027	51060267	FAF1	0	-	6214	0.0	chr1_50755295_50755813	FAF1	GRN_CUX1
0.0	0.0	1.0	chr1	50806289	50806624	9961	chr1	50437027	51060267	FAF1	0	-	6214	0.0	chr1_50806289_50806624	FAF1	GRN_CUX1
0.0	0.0	1.0	chr1	50845200	50845648	9968	chr1	50437027	51060267	FAF1	0	-	6214	0.0	chr1_50845200_50845648	FAF1	GRN_CUX1
0.0	0.0	1.0	chr1	50852476	50853458	9970	chr1	50437027	51060267	FAF1	0	-	6214	0.0	chr1_50852476_50853458	FAF1	GRN_CUX1
1.0	1.0	0.0	chr1	50976284	50979345	9987	chr1	50437027	51060267	FAF1	0	-	6214	11017.0	chr1_50976284_50979345	FAF1	GRN_CUX1
0.0	0.0	1.0	chr1	112524984	112525619	16942	chr1	112519774	112667094	CAPZA1	0	+	2621	89155.0	chr1_112524984_112525619	CAPZA1	GRN_RUNX1
1.0	0.0	0.0	chr1	112565616	112566104	16951	chr1	112519774	112667094	CAPZA1	0	+	2621	48670.0	chr1_112565616_112566104	CAPZA1	GRN_RUNX1
0.0	0.0	1.0	chr1	112574943	112576338	16952	chr1	112519774	112667094	CAPZA1	0	+	2621	38436.0	chr1_112574943_112576338	CAPZA1	GRN_RUNX1
0.0	0.0	1.0	chr1	112581285	112582063	16953	chr1	112519774	112667094	CAPZA1	0	+	2621	32711.0	chr1_112581285_112582063	CAPZA1	GRN_RUNX1
0.0	0.0	1.0	chr1	155411664	155412476	20139	chr1	155335262	155663160	ASH1L	0	-	1324	0.0	chr1_155411664_155412476	ASH1L	GRN_RUNX1
0.0	0.0	1.0	chr1	155416223	155416752	20140	chr1	155335262	155663160	ASH1L	0	-	1324	0.0	chr1_155416223_155416752	ASH1L	GRN_RUNX1
0.0	0.0	1.0	chr1	155455836	155456115	20147	chr1	155335262	155663160	ASH1L	0	-	1324	0.0	chr1_155455836_155456115	ASH1L	GRN_RUNX1
0.0	0.0	1.0	chr1	155518634	155519208	20164	chr1	155335262	155663160	ASH1L	0	-	1324	0.0	chr1_155518634_155519208	ASH1L	GRN_RUNX1
0.0	0.0	1.0	chr1	155580774	155581552	20175	chr1	155335262	155663160	ASH1L	0	-	1324	12614.0	chr1_155580774_155581552	ASH1L	GRN_RUNX1
0.0	0.0	1.0	chr1	155608823	155610196	20181	chr1	155335262	155663160	ASH1L	0	-	1324	40663.0	chr1_155608823_155610196	ASH1L	GRN_RUNX1
0.0	0.0	1.0	chr1	235206356	235207507	33216	chr1	235166894	235428224	ARID4B	0	-	1170	0.0	chr1_235206356_235207507	ARID4B	GRN_RUNX1
1.0	1.0	0.0	chr1	235227874	235228479	33222	chr1	235166894	235428224	ARID4B	0	-	1170	0.0	chr1_235227874_235228479	ARID4B	GRN_RUNX1
0.0	0.0	1.0	chr1	235298975	235299532	33241	chr1	235166894	235428224	ARID4B	0	-	1170	0.0	chr1_235298975_235299532	ARID4B	GRN_RUNX1
0.0	0.0	1.0	chr1	235398735	235399918	33260	chr1	235166894	235428224	ARID4B	0	-	1170	65511.0	chr1_235398735_235399918	ARID4B	GRN_RUNX1
0.0	0.0	1.0	chr1	235402349	235403013	33261	chr1	235166894	235428224	ARID4B	0	-	1170	69125.0	chr1_235402349_235403013	ARID4B	GRN_RUNX1
0.0	0.0	1.0	chr1	245788211	245788548	34547	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_245788211_245788548	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	245824985	245825553	34556	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_245824985_245825553	SMYD3	GRN_CUX1
1.0	0.0	0.0	chr1	245856942	245857256	34560	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_245856942_245857256	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	245901495	245902505	34573	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_245901495_245902505	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	245917876	245919048	34577	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_245917876_245919048	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	245961135	245961606	34588	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_245961135_245961606	SMYD3	GRN_CUX1
1.0	1.0	0.0	chr1	245978571	245979633	34597	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_245978571_245979633	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	245987713	245989525	34600	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_245987713_245989525	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	246000366	246000756	34603	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_246000366_246000756	SMYD3	GRN_CUX1
1.0	1.0	1.0	chr1	246011982	246012787	34608	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_246011982_246012787	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	246067644	246070152	34623	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_246067644_246070152	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	246140708	246143801	34646	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_246140708_246143801	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	246152920	246154241	34648	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_246152920_246154241	SMYD3	GRN_CUX1
1.0	0.0	0.0	chr1	246292551	246294362	34680	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_246292551_246294362	SMYD3	GRN_CUX1
1.0	1.0	1.0	chr1	246331891	246333259	34691	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_246331891_246333259	SMYD3	GRN_CUX1
1.0	0.0	0.0	chr1	246337497	246338496	34692	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_246337497_246338496	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	246355447	246356257	34695	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_246355447_246356257	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	246405126	246405599	34705	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_246405126_246405599	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	246425020	246425796	34708	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_246425020_246425796	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	246427543	246429195	34709	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_246427543_246429195	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	246449958	246451560	34711	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_246449958_246451560	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	246482113	246482984	34719	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_246482113_246482984	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	246506293	246507816	34723	chr1	245749341	246607318	SMYD3	0	-	33775	0.0	chr1_246506293_246507816	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	246522990	246524466	34726	chr1	245749341	246607318	SMYD3	0	-	33775	10672.0	chr1_246522990_246524466	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	246526808	246527962	34727	chr1	245749341	246607318	SMYD3	0	-	33775	14490.0	chr1_246526808_246527962	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	246577685	246578132	34739	chr1	245749341	246607318	SMYD3	0	-	33775	65367.0	chr1_246577685_246578132	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr1	246587162	246587958	34741	chr1	245749341	246607318	SMYD3	0	-	33775	74844.0	chr1_246587162_246587958	SMYD3	GRN_CUX1
0.0	0.0	1.0	chr2	20266905	20267238	163883	chr2	20248712	20452253	PUM2	0	-	31154	0.0	chr2_20266905_20267238	PUM2	GRN_CUX1
0.0	0.0	1.0	chr2	20266905	20267238	163883	chr2	20248712	20452253	PUM2	0	-	31154	0.0	chr2_20266905_20267238	PUM2	GRN_RUNX1
1.0	0.0	0.0	chr2	20336239	20336839	163898	chr2	20248712	20452253	PUM2	0	-	31154	0.0	chr2_20336239_20336839	PUM2	GRN_CUX1
1.0	0.0	0.0	chr2	20336239	20336839	163898	chr2	20248712	20452253	PUM2	0	-	31154	0.0	chr2_20336239_20336839	PUM2	GRN_RUNX1
0.0	0.0	1.0	chr2	20391642	20392484	163912	chr2	20248712	20452253	PUM2	0	-	31154	34389.0	chr2_20391642_20392484	PUM2	GRN_CUX1
0.0	0.0	1.0	chr2	20391642	20392484	163912	chr2	20248712	20452253	PUM2	0	-	31154	34389.0	chr2_20391642_20392484	PUM2	GRN_RUNX1
0.0	0.0	1.0	chr2	20424335	20425207	163921	chr2	20248712	20452253	PUM2	0	-	31154	67082.0	chr2_20424335_20425207	PUM2	GRN_CUX1
0.0	0.0	1.0	chr2	20424335	20425207	163921	chr2	20248712	20452253	PUM2	0	-	31154	67082.0	chr2_20424335_20425207	PUM2	GRN_RUNX1
0.0	0.0	1.0	chr2	20430519	20431352	163923	chr2	20248712	20452253	PUM2	0	-	31154	73266.0	chr2_20430519_20431352	PUM2	GRN_CUX1
0.0	0.0	1.0	chr2	20430519	20431352	163923	chr2	20248712	20452253	PUM2	0	-	31154	73266.0	chr2_20430519_20431352	PUM2	GRN_RUNX1
0.0	0.0	1.0	chr2	20436724	20437333	163924	chr2	20248712	20452253	PUM2	0	-	31154	79471.0	chr2_20436724_20437333	PUM2	GRN_CUX1
0.0	0.0	1.0	chr2	20436724	20437333	163924	chr2	20248712	20452253	PUM2	0	-	31154	79471.0	chr2_20436724_20437333	PUM2	GRN_RUNX1
0.0	0.0	1.0	chr2	20446331	20447606	163928	chr2	20248712	20452253	PUM2	0	-	31154	89078.0	chr2_20446331_20447606	PUM2	GRN_CUX1
0.0	0.0	1.0	chr2	20446331	20447606	163928	chr2	20248712	20452253	PUM2	0	-	31154	89078.0	chr2_20446331_20447606	PUM2	GRN_RUNX1
1.0	0.0	0.0	chr2	87516545	87516901	172964	chr2	87355426	87521518	CYTOR	0	+	4666	0.0	chr2_87516545_87516901	CYTOR	GRN_CUX1
0.0	0.0	1.0	chr2	108463599	108464331	175334	chr2	108433670	108687246	LIMS1	0	+	10482	64339.0	chr2_108463599_108464331	LIMS1	GRN_RUNX1
0.0	0.0	1.0	chr2	108548452	108548873	175344	chr2	108433670	108687246	LIMS1	0	+	10482	0.0	chr2_108548452_108548873	LIMS1	GRN_RUNX1
0.0	0.0	1.0	chr2	108593664	108595487	175358	chr2	108433670	108687246	LIMS1	0	+	10482	0.0	chr2_108593664_108595487	LIMS1	GRN_RUNX1
0.0	0.0	1.0	chr2	108606876	108607244	175362	chr2	108433670	108687246	LIMS1	0	+	10482	0.0	chr2_108606876_108607244	LIMS1	GRN_RUNX1
0.0	1.0	0.0	chr2	108639500	108640952	175373	chr2	108433670	108687246	LIMS1	0	+	10482	0.0	chr2_108639500_108640952	LIMS1	GRN_RUNX1
0.0	0.0	1.0	chr2	111200195	111201556	175751	chr2	111195865	111595161	MIR4435-2HG	0	-	25891	0.0	chr2_111200195_111201556	MIR4435-2HG	GRN_CUX1
0.0	0.0	1.0	chr2	111246444	111247141	175759	chr2	111195865	111595161	MIR4435-2HG	0	-	25891	0.0	chr2_111246444_111247141	MIR4435-2HG	GRN_CUX1
0.0	0.0	1.0	chr2	111320285	111320515	175766	chr2	111195865	111595161	MIR4435-2HG	0	-	25891	0.0	chr2_111320285_111320515	MIR4435-2HG	GRN_CUX1
0.0	0.0	1.0	chr2	111366022	111366603	175768	chr2	111195865	111595161	MIR4435-2HG	0	-	25891	0.0	chr2_111366022_111366603	MIR4435-2HG	GRN_CUX1
0.0	0.0	1.0	chr2	111415937	111417310	175775	chr2	111195865	111595161	MIR4435-2HG	0	-	25891	0.0	chr2_111415937_111417310	MIR4435-2HG	GRN_CUX1
1.0	1.0	0.0	chr2	111433634	111434159	175780	chr2	111195865	111595161	MIR4435-2HG	0	-	25891	0.0	chr2_111433634_111434159	MIR4435-2HG	GRN_CUX1
0.0	0.0	1.0	chr2	111519028	111519485	175795	chr2	111195865	111595161	MIR4435-2HG	0	-	25891	18867.0	chr2_111519028_111519485	MIR4435-2HG	GRN_CUX1
0.0	0.0	1.0	chr2	135650720	135651005	178652	chr2	135641854	135785056	UBXN4	0	+	37148	85849.0	chr2_135650720_135651005	UBXN4	GRN_RUNX1
0.0	1.0	0.0	chr2	135741193	135742746	178669	chr2	135641854	135785056	UBXN4	0	+	37148	0.0	chr2_135741193_135742746	UBXN4	GRN_RUNX1
1.0	1.0	0.0	chr2	135773148	135774251	178673	chr2	135641854	135785056	UBXN4	0	+	37148	0.0	chr2_135773148_135774251	UBXN4	GRN_RUNX1
1.0	0.0	0.0	chr2	148568442	148568864	179523	chr2	148544750	148787569	EPC2	0	+	5932	70886.0	chr2_148568442_148568864	EPC2	GRN_RUNX1
0.0	0.0	1.0	chr2	148603028	148603456	179532	chr2	148544750	148787569	EPC2	0	+	5932	36294.0	chr2_148603028_148603456	EPC2	GRN_RUNX1
1.0	1.0	0.0	chr2	148642815	148646313	179540	chr2	148544750	148787569	EPC2	0	+	5932	0.0	chr2_148642815_148646313	EPC2	GRN_RUNX1
1.0	0.0	0.0	chr2	148653087	148654100	179542	chr2	148544750	148787569	EPC2	0	+	5932	0.0	chr2_148653087_148654100	EPC2	GRN_RUNX1
0.0	0.0	1.0	chr2	148712279	148712998	179558	chr2	148544750	148787569	EPC2	0	+	5932	0.0	chr2_148712279_148712998	EPC2	GRN_RUNX1
0.0	0.0	1.0	chr2	148719274	148720838	179559	chr2	148544750	148787569	EPC2	0	+	5932	0.0	chr2_148719274_148720838	EPC2	GRN_RUNX1
0.0	0.0	1.0	chr2	148756583	148756996	179569	chr2	148544750	148787569	EPC2	0	+	5932	0.0	chr2_148756583_148756996	EPC2	GRN_RUNX1
0.0	0.0	1.0	chr2	171077043	171077441	182399	chr2	170990822	171331293	TLK1	0	-	35888	0.0	chr2_171077043_171077441	TLK1	GRN_CUX1
0.0	1.0	0.0	chr2	171083986	171084381	182401	chr2	170990822	171331293	TLK1	0	-	35888	0.0	chr2_171083986_171084381	TLK1	GRN_CUX1
0.0	0.0	1.0	chr2	171087570	171088332	182403	chr2	170990822	171331293	TLK1	0	-	35888	0.0	chr2_171087570_171088332	TLK1	GRN_CUX1
0.0	0.0	1.0	chr2	171136924	171137757	182414	chr2	170990822	171331293	TLK1	0	-	35888	0.0	chr2_171136924_171137757	TLK1	GRN_CUX1
0.0	0.0	1.0	chr2	171144925	171145277	182416	chr2	170990822	171331293	TLK1	0	-	35888	0.0	chr2_171144925_171145277	TLK1	GRN_CUX1
1.0	0.0	1.0	chr2	171150394	171150756	182419	chr2	170990822	171331293	TLK1	0	-	35888	0.0	chr2_171150394_171150756	TLK1	GRN_CUX1
0.0	0.0	1.0	chr2	171199153	171199652	182431	chr2	170990822	171331293	TLK1	0	-	35888	0.0	chr2_171199153_171199652	TLK1	GRN_CUX1
0.0	0.0	1.0	chr2	171225090	171225604	182439	chr2	170990822	171331293	TLK1	0	-	35888	0.0	chr2_171225090_171225604	TLK1	GRN_CUX1
0.0	0.0	1.0	chr2	171248197	171248682	182446	chr2	170990822	171331293	TLK1	0	-	35888	11904.0	chr2_171248197_171248682	TLK1	GRN_CUX1
0.0	0.0	1.0	chr2	171260481	171261096	182450	chr2	170990822	171331293	TLK1	0	-	35888	24188.0	chr2_171260481_171261096	TLK1	GRN_CUX1
0.0	1.0	0.0	chr2	171271636	171272310	182453	chr2	170990822	171331293	TLK1	0	-	35888	35343.0	chr2_171271636_171272310	TLK1	GRN_CUX1
0.0	0.0	1.0	chr2	171304519	171304874	182462	chr2	170990822	171331293	TLK1	0	-	35888	68226.0	chr2_171304519_171304874	TLK1	GRN_CUX1
1.0	0.0	0.0	chr2	235433072	235434696	189718	chr2	235394042	236131793	AGAP1	0	+	473	54346.0	chr2_235433072_235434696	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235443771	235445570	189720	chr2	235394042	236131793	AGAP1	0	+	473	43472.0	chr2_235443771_235445570	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235492751	235495599	189732	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235492751_235495599	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235500867	235502237	189734	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235500867_235502237	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235506733	235507298	189736	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235506733_235507298	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235555515	235555812	189748	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235555515_235555812	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235559379	235559730	189749	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235559379_235559730	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235581761	235582457	189756	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235581761_235582457	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235591406	235591627	189758	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235591406_235591627	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235592440	235592930	189759	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235592440_235592930	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235601756	235602350	189762	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235601756_235602350	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235613831	235615396	189764	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235613831_235615396	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235643765	235644695	189772	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235643765_235644695	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235658493	235660958	189776	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235658493_235660958	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235702430	235703738	189786	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235702430_235703738	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235719135	235719847	189789	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235719135_235719847	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235745651	235746655	189794	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235745651_235746655	AGAP1	GRN_CUX1
1.0	0.0	0.0	chr2	235765207	235766547	189795	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235765207_235766547	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235778478	235779775	189798	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235778478_235779775	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235803042	235803305	189801	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235803042_235803305	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235828448	235828967	189803	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235828448_235828967	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235906430	235906787	189810	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235906430_235906787	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	235955550	235955860	189817	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_235955550_235955860	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	236013255	236013635	189820	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_236013255_236013635	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr2	236085625	236085962	189829	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_236085625_236085962	AGAP1	GRN_CUX1
1.0	1.0	0.0	chr2	236113424	236113659	189830	chr2	235394042	236131793	AGAP1	0	+	473	0.0	chr2_236113424_236113659	AGAP1	GRN_CUX1
0.0	0.0	1.0	chr3	43369917	43370229	217094	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43369917_43370229	ANO10	GRN_CUX1
0.0	0.0	1.0	chr3	43369917	43370229	217094	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43369917_43370229	ANO10	GRN_RUNX1
0.0	0.0	1.0	chr3	43386334	43387100	217099	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43386334_43387100	ANO10	GRN_CUX1
0.0	0.0	1.0	chr3	43386334	43387100	217099	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43386334_43387100	ANO10	GRN_RUNX1
0.0	0.0	1.0	chr3	43405918	43406673	217106	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43405918_43406673	ANO10	GRN_CUX1
0.0	0.0	1.0	chr3	43405918	43406673	217106	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43405918_43406673	ANO10	GRN_RUNX1
0.0	0.0	1.0	chr3	43491930	43492140	217133	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43491930_43492140	ANO10	GRN_CUX1
